[2023-07-08 09:19:48,816] Register - Step 01: Navigate to 'Register' page
[2023-07-11 13:00:35,840] Register - Step 04: enter to Email with value is 'afc8234@mail.vn'
[2023-07-11 13:00:35,939] Register - Step 05: enter to Password with value is '123456'
[2023-07-11 13:00:36,025] Register - Step 06: enter to Confirm Pass with value is '123456'
[2023-07-11 13:00:36,111] Register - Step 07: click on 'Register' Button
[2023-07-11 13:00:36,961] Register - Step 08: verify message register success
[2023-07-11 13:00:42,162] Login - Step 02: Navigate to 'Login' page
[2023-07-11 13:00:42,730] Login - Step 03: enter to Email with value is 'afc8234@mail.vn'
[2023-07-11 13:00:42,850] Login - Step 04: enter to Password with value is '123456'
[2023-07-11 13:00:42,930] Login - Step 05: click on 'Login' Button
[2023-07-11 13:00:43,676] Login - Step 06: verify 'My Account' display
[2023-07-11 13:00:43,782] Login - Step 07: click on 'My Account' link
[2023-07-11 13:00:44,271] Login - Step 08: verify 'Customer Info' display
[2023-07-11 13:00:44,365] OS name = mac os x
[2023-07-11 13:00:44,365] Driver instance name = firefoxdriver: firefox on mac (0b1846cc-9d4a-426c-b7e2-9336bc1ff4a0)
[2023-07-11 13:36:29,614] Register - Step 01: Navigate to 'Register' page
[2023-07-11 13:36:30,958] Register - Select Gender
[2023-07-11 13:36:31,288] Register - Step 02: enter to FirsName with value is 'Automation'
[2023-07-11 13:36:31,395] Register - Step 03: enter to LastName with value is 'FC'
[2023-07-11 13:36:31,479] Register - Enter Birthday
[2023-07-11 13:36:31,692] Login - Step 02: Navigate to 'Login' page
[2023-07-11 13:36:32,191] Login - Step 03: enter to Email with value is 'afc5284@mail.vn'
[2023-07-11 13:36:32,294] Login - Step 04: enter to Password with value is '123456'
[2023-07-11 13:36:32,423] Login - Step 05: click on 'Login' Button
[2023-07-11 13:36:32,933] Login - Step 06: verify 'My Account' display
[2023-07-11 13:37:03,026] OS name = mac os x
[2023-07-11 13:37:03,029] Driver instance name = firefoxdriver: firefox on mac (0345c068-0d87-47bc-9572-92b9ea12951b)
[2023-07-11 13:38:17,772] Register - Step 01: Navigate to 'Register' page
[2023-07-11 13:38:19,031] Register - Select Gender
[2023-07-11 13:38:19,340] Register - Step 02: enter to FirsName with value is 'Automation'
[2023-07-11 13:38:19,420] Register - Step 03: enter to LastName with value is 'FC'
[2023-07-11 13:38:19,489] Register - Enter Birthday
[2023-07-11 13:38:19,662] Login - Step 02: Navigate to 'Login' page
[2023-07-11 13:38:20,129] Login - Step 03: enter to Email with value is 'afc6636@mail.vn'
[2023-07-11 13:38:20,222] Login - Step 04: enter to Password with value is '123456'
[2023-07-11 13:38:20,323] Login - Step 05: click on 'Login' Button
[2023-07-11 13:38:20,814] Login - Step 06: verify 'My Account' display
[2023-07-11 13:38:50,895] OS name = mac os x
[2023-07-11 13:38:50,908] Driver instance name = firefoxdriver: firefox on mac (d553ca91-e86d-4123-a5df-b9731974d8e1)
[2023-07-11 13:39:47,852] Register - Step 01: Navigate to 'Register' page
[2023-07-11 13:39:49,103] Register - Select Gender
[2023-07-11 13:39:49,405] Register - Step 02: enter to FirsName with value is 'Automation'
[2023-07-11 13:39:49,511] Register - Step 03: enter to LastName with value is 'FC'
[2023-07-11 13:39:49,586] Register - Enter Birthday
[2023-07-11 13:40:24,902] Login - Step 02: Navigate to 'Login' page
[2023-07-11 13:40:26,214] Login - Step 03: enter to Email with value is 'afc8354@mail.vn'
[2023-07-11 13:40:26,993] Login - Step 04: enter to Password with value is '123456'
[2023-07-11 13:40:27,500] Login - Step 05: click on 'Login' Button
[2023-07-11 13:40:28,446] Login - Step 06: verify 'My Account' display
[2023-07-11 13:40:58,504] OS name = mac os x
[2023-07-11 13:40:58,507] Driver instance name = firefoxdriver: firefox on mac (6b64efb3-495c-425b-91ca-bec5836dbf11)
[2023-07-11 13:41:54,586] Register - Step 01: Navigate to 'Register' page
[2023-07-11 13:41:55,919] Register - Select Gender
[2023-07-11 13:41:56,248] Register - Step 02: enter to FirsName with value is 'Automation'
[2023-07-11 13:41:56,330] Register - Step 03: enter to LastName with value is 'FC'
[2023-07-11 13:41:56,397] Register - Enter Birthday
[2023-07-11 13:41:57,237] Register - Step 04: enter to Email with value is 'afc8308@mail.vn'
[2023-07-11 13:41:57,289] Register - click to checkbox
[2023-07-11 13:42:32,783] Login - Step 02: Navigate to 'Login' page
[2023-07-11 13:42:33,825] Login - Step 03: enter to Email with value is 'afc8308@mail.vn'
[2023-07-11 13:42:33,908] Login - Step 04: enter to Password with value is '123456'
[2023-07-11 13:42:33,973] Login - Step 05: click on 'Login' Button
[2023-07-11 13:42:34,430] Login - Step 06: verify 'My Account' display
[2023-07-11 13:43:04,477] OS name = mac os x
[2023-07-11 13:43:04,480] Driver instance name = firefoxdriver: firefox on mac (7c7ed357-eccf-4354-867f-129476a1db6a)
[2023-07-11 13:44:08,610] Register - Step 01: Navigate to 'Register' page
[2023-07-11 13:44:09,886] Register - Select Gender
[2023-07-11 13:44:10,201] Register - Step 02: enter to FirsName with value is 'Automation'
[2023-07-11 13:44:10,275] Register - Step 03: enter to LastName with value is 'FC'
[2023-07-11 13:44:10,346] Register - Enter Birthday
[2023-07-11 13:44:11,195] Register - Step 04: enter to Email with value is 'afc7485@mail.vn'
[2023-07-11 13:44:11,253] Register - click to checkbox
[2023-07-11 13:44:46,796] Login - Step 02: Navigate to 'Login' page
[2023-07-11 13:44:48,652] Login - Step 03: enter to Email with value is 'afc7485@mail.vn'
[2023-07-11 13:44:48,882] Login - Step 04: enter to Password with value is '123456'
[2023-07-11 13:44:49,011] Login - Step 05: click on 'Login' Button
[2023-07-11 13:44:49,873] Login - Step 06: verify 'My Account' display
[2023-07-11 13:45:19,929] OS name = mac os x
[2023-07-11 13:45:19,930] Driver instance name = firefoxdriver: firefox on mac (ef52fc59-f618-46ec-b113-5397308f22f7)
[2023-07-11 13:46:45,967] Register - Step 01: Navigate to 'Register' page
[2023-07-11 13:46:47,145] Register - Select Gender
[2023-07-11 13:46:47,473] Register - Step 02: enter to FirsName with value is 'Automation'
[2023-07-11 13:46:47,572] Register - Step 03: enter to LastName with value is 'FC'
[2023-07-11 13:46:47,654] Register - Enter Birthday
[2023-07-11 13:46:48,467] Register - Step 04: enter to Email with value is 'afc6660@mail.vn'
[2023-07-11 13:46:48,529] Register - click to checkbox
[2023-07-11 13:46:48,566] Register - Step 05: enter to Password with value is '123456'
[2023-07-11 13:46:48,624] Register - Step 06: enter to Confirm Pass with value is '123456'
[2023-07-11 13:46:48,687] Register - Step 07: click on 'Register' Button
[2023-07-11 13:46:50,020] Register - Step 08: verify message register success
[2023-07-11 13:46:50,255] Login - Step 02: Navigate to 'Login' page
[2023-07-11 13:47:20,312] OS name = mac os x
[2023-07-11 13:47:20,314] Driver instance name = firefoxdriver: firefox on mac (75ea2321-ef27-4450-969c-7ad087881e1a)
